21	33	86	19	41	48	39
81	67	52	73	38	37	70
64	47	60	82	84	29	91
90	40	17	67	91	61	43
63	48	63	25	23	43	97
42	22	42	59	61	87	52
27	75	44	31	22	49	17
90	72	83	58	51	44	21
10	10	91	28	36	31	93
86	54	41	23	43	51	90
89	86	27	57	64	66	55
35	54	23	44	68	30	73
14	99	20	86	72	31	83
60	49	53	79	34	31	62
29	22	88	26	75	21	60
71	88	92	98	12	51	88
70	100	68	37	23	36	70
75	81	49	52	21	21	46
54	35	39	18	16	63	63
49	28	19	12	13	72	31
88	97	63	82	47	82	52
63	80	62	52	13	67	61
57	16	71	81	50	14	86
58	94	18	13	60	92	25
61	25	27	21	85	62	91
98	90	28	41	14	51	78
72	56	21	23	13	59	19
63	44	67	31	34	79	10
71	72	44	48	25	13	54
42	71	84	76	18	41	90
25	49	71	26	28	72	75
86	55	37	91	79	26	49
10	32	44	25	46	90	27
11	97	70	45	57	55	77
19	52	82	38	22	78	47
42	53	14	12	48	55	25
93	69	53	17	93	52	81
26	45	26	62	93	33	28
95	27	22	100	17	26	64
38	78	27	50	34	81	28
65	71	89	72	51	29	33
86	87	93	86	93	29	85
42	66	90	81	97	23	75
55	85	66	51	25	47	29
58	16	17	97	67	85	55
61	84	100	54	90	90	77
36	89	65	47	50	56	74
43	39	70	40	76	31	33
76	43	63	82	64	21	50
43	64	13	95	43	28	100
94	30	82	77	77	23	33
97	54	11	76	44	93	42
17	63	10	30	30	65	99
73	82	94	82	77	92	16
76	54	35	43	15	46	27
18	21	74	27	68	74	50
36	56	37	30	71	24	77
23	18	65	68	78	10	67
33	44	43	45	43	95	19
67	78	60	43	59	51	23
26	67	30	55	23	35	10
55	86	62	94	34	91	78
63	81	39	38	91	72	29
68	36	44	46	24	75	93
48	95	64	17	38	42	25
68	86	16	26	23	46	53
37	29	75	36	25	64	80
47	11	38	74	89	57	94
65	78	80	83	96	39	36
97	76	13	16	41	54	61
48	59	84	76	60	10	75
66	33	30	43	35	70	22
52	87	97	56	78	69	46
26	35	85	75	77	89	89
91	78	94	13	18	75	34
80	30	17	91	27	11	44
19	30	19	52	61	89	75
76	85	84	39	27	64	79
67	32	86	34	40	28	22
77	88	37	92	18	44	31
61	13	50	47	90	52	13
33	68	15	62	92	78	25
15	85	35	38	12	43	41
50	63	87	24	28	51	24
70	24	76	49	77	51	87
65	39	31	98	59	16	38
39	70	39	36	94	47	43
28	41	38	34	36	41	40
96	68	89	99	98	79	98
45	20	87	75	37	58	81
90	91	96	92	16	30	83
29	43	83	25	60	96	27
100	23	82	45	26	55	26
47	50	95	82	56	45	27
65	94	75	57	59	44	51
80	31	63	51	83	20	43
53	61	67	70	87	53	96
79	16	16	87	45	16	84
79	34	37	64	85	22	68
87	72	36	46	38	65	73
58	27	34	54	78	92	81
45	58	94	63	35	96	51
61	32	69	95	55	49	56
16	76	33	11	29	93	70
12	83	95	51	10	99	61
14	52	34	89	90	74	19
96	99	66	24	25	13	99
28	22	74	58	62	21	27
13	74	26	29	86	57	86
79	87	41	26	37	41	25
30	91	35	74	48	18	98
47	40	53	16	77	76	66
32	84	73	52	58	38	14
76	75	36	88	38	83	85
28	35	34	76	52	66	91
47	73	57	97	62	87	26
64	15	44	29	65	99	13
20	87	24	84	17	52	83
56	17	19	37	92	59	95
76	100	16	12	58	24	29
100	72	64	14	41	44	57
28	81	54	86	20	48	76
76	88	86	31	68	80	17
72	52	56	64	94	36	68
87	71	89	96	30	20	64
96	65	99	54	15	75	98
73	56	91	80	90	54	19
75	73	11	75	89	84	50
42	71	52	59	28	76	52
54	57	94	95	15	16	39
54	79	77	57	40	59	85
26	15	30	42	20	38	62
42	27	61	43	31	50	71
63	79	70	23	93	95	31
43	48	56	51	54	16	82
45	54	63	67	70	17	53
45	89	81	95	30	37	24
43	24	37	92	90	39	22
70	96	96	48	25	53	50
27	26	21	50	77	91	86
55	33	66	52	78	20	57
69	89	43	65	27	70	97
36	32	61	87	34	33	17
98	58	61	55	57	72	13
60	11	72	37	75	31	100
32	78	74	23	52	80	77
28	66	42	90	79	87	91
15	81	25	74	26	15	75
63	72	54	29	74	89	28
47	99	86	74	23	54	94
72	53	16	55	43	34	18
36	43	76	13	59	100	50
74	40	94	40	30	79	80
27	12	23	52	10	24	47
54	80	81	95	18	78	97
70	32	31	83	74	11	28
56	66	10	60	100	70	62
86	13	43	92	51	74	21
13	19	90	22	52	40	84
15	45	96	51	73	83	19
100	53	24	83	41	94	58
25	55	38	43	32	12	95
79	19	91	74	71	13	94
42	25	88	90	71	14	12
37	59	15	60	93	62	67
29	15	99	54	40	53	18
70	93	59	61	55	43	15
13	59	95	97	64	26	34
95	81	89	22	56	55	30
41	92	66	80	35	81	90
49	53	82	38	77	48	31
70	82	16	71	74	91	93
93	44	14	16	43	46	78
66	61	41	51	59	92	38
21	53	83	98	72	29	99
77	33	21	38	48	69	37
28	89	88	93	28	44	79
94	95	95	49	77	25	19
47	59	85	90	70	15	61
66	84	84	93	43	40	25
15	70	21	60	57	20	62
43	62	72	76	71	41	82
35	48	66	74	18	20	37
30	73	61	96	41	33	78
20	18	99	32	66	69	85
84	85	100	45	19	28	43
10	57	58	17	87	15	31
43	56	51	58	30	44	11
21	91	62	91	58	25	13
12	93	10	98	33	57	59
47	52	31	60	10	43	94
71	59	36	40	64	25	17
80	24	87	80	82	35	69
66	54	50	61	55	14	93
55	66	41	62	28	19	60
20	20	37	88	39	40	33
98	22	64	51	11	88	100
13	54	19	88	81	76	75
80	52	20	31	11	83	53
30	41	88	54	69	81	46
70	29	16	44	73	95	32
43	43	32	23	63	73	87
99	14	89	82	62	14	78
78	64	98	63	26	23	18
41	60	69	45	67	26	13
99	15	66	10	12	25	85
66	44	49	45	68	21	89
35	34	80	59	43	85	41
65	65	29	13	26	21	76
55	45	85	39	43	46	44
47	17	95	40	15	42	24
72	78	43	83	15	39	71
85	33	49	73	87	47	23
81	89	17	15	14	93	10
21	38	40	57	77	95	40
100	55	38	11	67	14	92
99	31	90	69	18	64	24
68	61	82	32	10	13	39
83	21	27	80	67	79	17
52	54	79	73	43	30	66
26	49	89	37	32	27	40
22	17	14	72	91	84	88
26	14	62	34	28	14	36
75	33	32	36	45	44	96
31	31	13	68	44	56	42
78	45	30	67	32	42	77
22	48	94	41	38	83	24
83	13	27	45	48	26	68
16	71	99	45	86	47	92
68	14	22	82	18	14	94
68	29	47	36	75	33	33
11	44	19	64	64	10	17
92	12	81	84	87	25	39
20	79	51	79	24	44	90
55	93	62	83	30	30	13
98	19	55	70	88	10	34
20	86	73	10	56	90	93
28	15	37	13	86	55	89
10	32	57	70	30	51	67
31	89	14	96	83	90	92
65	74	18	42	59	44	94
36	23	77	27	36	29	60
61	72	34	91	93	19	38
16	81	77	11	44	41	91
70	19	83	39	70	17	78
83	34	56	40	41	72	13
72	44	53	72	63	62	89
94	88	90	94	54	36	33
13	96	27	40	10	41	52
73	43	84	70	69	60	44
31	73	57	56	56	90	28
89	89	84	51	57	53	90
39	28	31	84	72	10	71
75	58	75	83	76	47	24
22	68	29	81	13	54	39
13	20	39	19	19	82	78
77	98	94	45	44	62	93
10	87	69	74	75	41	45
66	87	45	17	42	86	97
71	83	72	13	75	64	12
44	45	25	24	27	89	80
58	96	94	50	96	91	24
81	51	28	80	56	22	18
67	69	87	41	21	51	75
20	44	45	84	41	31	20
11	72	14	35	19	32	42
40	32	94	53	94	46	86
12	73	58	98	81	17	64
56	32	49	62	45	45	75
53	21	29	28	42	47	42
62	49	80	80	49	55	51
12	53	85	77	64	21	37
58	99	89	41	71	12	58
40	28	74	15	54	38	17
75	62	59	24	88	44	93
80	80	21	64	19	93	58
63	83	50	81	69	18	93
97	91	67	34	10	26	80
45	96	40	11	87	61	50
50	66	70	71	66	82	100
51	99	38	16	100	57	89
10	40	74	31	15	61	17
99	24	32	32	76	31	90
90	83	97	86	28	19	53
44	96	68	99	40	32	68
55	54	43	99	34	87	40
96	19	60	63	34	82	85
23	68	51	85	56	79	38
66	17	53	76	50	23	86
48	88	11	61	64	29	94
38	77	62	36	30	61	13
99	18	57	77	51	86	73
50	29	26	22	45	89	35
92	27	70	22	16	90	79
40	87	84	67	81	29	98
62	55	99	43	87	55	95
41	76	87	38	74	24	13
84	30	48	62	63	55	58
66	59	36	40	79	80	58
20	94	51	78	10	99	11
70	72	44	44	15	49	75
45	46	29	61	99	63	38
78	97	49	35	23	91	50
50	98	46	82	76	33	91
66	78	11	81	96	71	69
85	69	13	20	93	35	45
46	95	33	98	64	29	54
44	55	30	43	51	49	66
69	15	89	91	82	59	16
26	38	84	72	39	25	91
82	32	26	53	11	22	55
97	36	99	76	54	27	31
57	49	33	49	20	96	91
12	98	59	42	90	30	76
51	93	87	10	71	22	73
38	99	72	15	32	61	84
27	83	22	19	59	71	30
83	67	100	28	24	44	76
82	35	26	42	34	43	47
84	47	76	97	74	54	99
12	70	86	99	77	71	99
45	65	80	58	51	51	60
84	42	45	45	51	81	17
68	43	55	51	98	75	93
24	17	19	27	64	97	23
20	23	53	89	51	96	12
75	22	69	44	57	18	19
48	51	37	16	94	90	99
46	29	32	15	83	54	37
26	59	50	12	57	81	25
73	27	82	56	57	70	87
29	55	77	50	52	61	79
43	31	63	86	95	92	58
88	19	97	69	100	48	57
45	41	68	29	11	49	83
29	30	83	79	27	94	36
26	76	34	21	51	18	68
26	69	16	12	100	11	41
55	12	42	72	68	55	83
11	98	93	54	73	49	65
67	76	10	53	60	45	39
18	65	16	73	95	55	23
92	45	25	86	58	64	71
16	32	17	23	56	25	93
89	36	61	12	32	77	24
18	33	85	82	13	50	63
19	18	66	66	90	97	61
39	39	93	75	80	38	67
38	13	61	76	19	48	42
40	91	97	65	91	85	57
12	76	96	95	51	45	43
75	41	69	52	78	33	77
62	18	64	100	26	85	30
44	42	25	79	37	86	49
69	55	36	78	69	29	93
67	96	15	66	55	33	10
43	93	92	59	59	91	16
99	46	19	29	65	92	95
90	52	88	74	80	23	12
66	20	38	60	40	53	29
87	25	59	74	96	37	68
81	71	35	83	21	42	70
38	75	57	67	75	22	90
70	17	93	79	54	75	34
49	43	87	94	24	54	64
58	35	14	85	69	78	59
22	66	90	44	87	92	73
45	61	11	79	27	62	38
36	55	47	29	53	25	23
13	37	98	29	16	10	70
31	70	79	15	26	58	20
80	58	19	100	52	75	98
21	83	71	61	15	70	36
72	78	61	19	81	27	11
74	67	33	50	50	41	48
29	21	73	42	53	35	33
15	24	63	34	92	57	89
89	79	51	71	36	17	66
66	78	20	24	11	60	19
10	80	74	37	39	60	47
51	79	74	19	27	77	58
56	31	23	39	71	84	23
89	66	32	95	44	31	56
62	80	53	16	26	13	52
10	28	21	58	11	73	90
93	84	11	92	27	88	41
72	32	82	57	39	69	35
62	35	60	79	27	53	100
84	10	97	100	60	12	28
68	14	32	71	96	33	37
58	29	27	42	10	51	48
90	100	64	44	15	12	89
21	71	41	72	50	34	97
58	53	70	89	97	12	74
58	48	96	36	93	59	29
17	67	30	73	38	96	12
42	55	56	23	64	36	64
62	96	95	71	11	55	58
35	97	20	32	25	94	18
46	86	27	21	10	12	75
52	88	56	72	91	76	23
14	83	21	33	83	69	56
30	97	64	46	16	28	67
41	94	30	82	48	37	51
73	33	85	28	34	46	33
94	99	94	11	38	45	76
85	58	42	20	48	14	23
11	24	71	68	55	92	73
28	20	80	95	22	13	21
55	36	87	98	68	10	38
12	78	85	62	94	92	39
94	67	11	14	42	73	98
57	44	83	59	31	40	31
21	71	41	69	61	12	88
16	100	92	87	78	85	58
62	31	65	73	82	46	46
42	99	17	48	87	68	62
13	55	11	29	97	51	26
65	43	52	12	84	50	34
63	45	23	70	52	71	98
74	71	62	99	87	84	53
19	56	58	12	27	14	66
35	82	60	56	100	90	90
66	59	47	42	18	47	83
72	64	64	10	85	28	40
61	42	56	17	15	14	42
22	58	41	99	19	81	15
15	47	11	87	77	19	11
11	97	65	19	61	21	82
22	74	89	72	95	94	99
69	97	79	43	28	84	96
97	37	10	60	19	83	78
57	29	48	41	90	80	62
80	47	50	13	11	13	29
10	58	36	51	79	54	98
20	59	71	20	14	79	95
60	11	94	52	87	83	44
93	44	69	39	51	52	14
58	19	23	30	38	60	92
28	24	30	14	93	30	91
58	20	76	10	43	34	86
10	72	56	73	56	76	68
92	38	40	86	31	89	11
74	76	51	88	39	92	87
39	69	43	65	66	71	58
78	34	64	63	46	96	34
27	84	72	76	68	64	64
26	33	74	12	63	69	31
78	67	83	23	11	72	36
29	61	73	85	48	14	58
80	89	67	96	24	91	50
13	93	67	87	96	99	35
28	48	67	83	59	30	92
96	70	53	16	60	35	24
28	25	51	100	55	46	85
43	44	66	40	97	34	70
53	14	72	34	87	76	63
36	98	58	85	56	81	51
34	41	88	40	98	78	46
24	22	31	14	90	32	93
64	10	11	41	10	95	28
45	84	36	73	88	90	89
76	85	100	48	85	83	62
10	56	93	72	83	57	33
75	92	34	98	55	79	36
62	78	91	38	36	94	29
14	44	41	54	23	55	36
29	69	56	27	34	42	48
53	26	93	58	37	91	93
83	100	85	42	97	47	50
11	79	12	60	84	69	62
93	89	61	29	18	39	56
85	93	10	98	40	54	14
52	65	37	99	70	90	47
56	25	75	95	33	50	95
66	87	28	39	17	42	66
12	88	40	20	52	30	31
53	25	57	30	77	77	96
15	74	69	100	13	75	57
85	18	59	89	32	62	40
24	14	32	35	33	67	62
70	34	46	21	60	10	59
75	70	100	11	86	60	79
63	34	74	82	71	100	68
89	48	90	75	93	89	92
58	81	16	50	53	78	70
20	70	76	12	52	77	69
87	76	68	62	19	87	82
80	88	37	100	17	82	52
35	55	56	62	11	14	78
65	76	77	49	96	45	33
62	71	45	39	71	24	71
74	25	74	64	83	95	54
100	18	72	88	79	70	90
71	70	52	15	13	23	14
36	21	55	13	81	59	42
61	83	40	44	46	62	83
38	44	35	41	65	30	26
63	46	61	45	49	63	57
24	61	82	69	87	20	42
41	71	67	46	88	85	64
25	89	13	78	44	82	93
19	82	26	68	65	78	25
29	60	60	48	21	84	10
69	71	56	94	26	10	60
54	25	13	72	29	33	26
32	84	19	38	71	37	89
15	91	43	88	93	64	71
38	81	50	59	63	50	98
61	52	16	87	21	100	41
54	13	81	36	48	82	18
22	93	76	38	100	64	100
100	68	10	56	19	87	99
93	87	91	29	53	39	44
93	51	71	53	83	43	70
26	32	28	13	36	36	82
53	16	40	91	50	90	58
44	45	39	70	22	85	52
54	22	76	54	10	55	50
19	28	87	99	82	46	54
74	66	17	87	24	24	32
42	22	64	75	82	42	69
90	22	29	70	11	85	69
53	12	56	61	82	61	35
28	49	77	55	24	28	29
70	11	58	60	84	16	95
23	95	17	94	63	13	54
83	89	25	38	21	99	14
43	97	66	62	91	71	52
46	32	35	32	55	52	69
46	96	96	13	64	47	65
54	31	78	78	29	46	30
58	31	96	81	46	18	13
23	45	54	69	21	73	43
47	81	43	38	44	85	95
71	26	63	74	13	97	71
11	73	51	60	18	80	75
41	94	47	75	93	49	12
50	73	46	54	45	47	60
100	61	95	68	25	69	64
37	94	60	87	69	71	87
63	39	69	47	59	56	96
13	40	78	11	10	15	23
19	36	59	76	18	66	44
15	47	29	55	46	100	16
93	75	96	10	58	13	31
95	76	22	32	45	47	79
18	39	56	10	88	27	43
68	35	53	31	16	61	35
97	22	19	74	74	17	86
87	11	43	98	11	55	76
66	37	25	61	77	85	47
93	13	53	15	90	86	96
35	45	79	39	12	71	79
72	27	95	30	70	67	71
32	58	53	40	71	88	61
19	52	97	69	45	93	91
74	37	31	53	91	13	86
84	58	10	44	55	94	45
79	32	93	41	51	76	79
32	32	36	82	32	21	40
46	20	77	37	52	58	51
15	59	43	55	48	86	50
52	61	21	84	35	45	76
53	31	76	61	21	59	55
92	22	51	63	41	36	38
95	38	33	36	39	40	53
66	11	99	90	32	40	25
77	28	27	56	39	50	84
43	48	67	19	99	85	68
43	90	92	23	69	31	80
35	82	69	52	96	17	31
74	100	68	22	51	20	11
23	61	59	29	63	47	26
50	93	91	93	63	35	95
34	35	32	98	56	32	57
59	27	51	33	22	58	82
41	39	64	63	62	31	78
58	95	87	51	88	71	94
13	20	70	74	95	97	47
99	46	37	98	100	85	35
47	25	49	24	40	28	68
52	64	22	43	14	49	14
57	20	43	65	79	92	36
49	73	94	54	58	67	89
13	83	64	90	83	41	50
81	45	76	23	96	30	57
21	69	19	54	69	67	16
52	96	23	67	49	59	31
35	33	37	49	74	93	29
73	41	29	97	63	59	86
32	96	36	36	29	31	41
10	91	57	76	28	90	86
71	27	47	55	39	99	39
21	93	40	84	42	96	28
43	47	30	64	75	100	77
90	99	84	21	90	91	41
92	86	34	15	24	71	50
12	22	54	22	28	19	17
72	39	74	40	60	57	63
39	57	56	91	37	87	56
68	63	71	32	32	14	51
44	53	97	76	57	96	18
97	55	26	59	62	97	85
16	45	79	33	12	49	73
22	65	97	17	54	21	16
84	27	82	14	30	74	42
29	36	88	14	87	58	38
100	90	29	24	31	99	77
64	40	85	90	92	67	61
62	79	65	90	69	28	47
49	78	12	66	96	69	74
13	49	86	27	81	91	81
11	96	88	44	81	54	30
39	87	98	60	98	83	49
18	99	96	20	79	20	29
76	67	79	47	83	40	42
61	35	29	48	33	72	84
30	26	85	100	41	99	83
78	25	38	87	26	56	37
68	11	63	96	54	19	53
65	99	31	78	57	48	86
27	76	14	30	48	78	95
58	78	34	83	67	83	18
44	82	80	51	62	48	16
82	49	73	88	95	76	40
61	52	25	40	46	58	12
66	42	59	26	80	24	38
56	11	19	43	13	38	89
14	36	100	35	74	69	13
39	84	69	60	21	94	18
14	38	93	68	93	34	62
34	63	67	85	24	41	88
66	83	30	56	19	23	51
18	79	45	26	16	62	58
94	52	43	50	60	21	33
38	42	22	40	89	26	60
48	78	95	19	46	39	58
87	71	86	32	72	81	65
55	39	68	75	82	100	22
78	70	10	56	72	96	84
10	43	42	88	11	14	44
24	87	81	87	81	68	60
88	40	64	68	44	81	93
87	91	47	67	32	19	54
46	62	59	24	45	42	71
97	64	33	24	21	80	31
78	43	20	42	65	16	93
92	64	11	77	33	65	16
16	10	39	96	97	17	62
55	30	83	13	31	65	79
76	29	70	78	76	28	56
66	35	100	20	16	61	90
95	10	80	39	84	39	26
54	83	40	92	56	98	59
30	31	100	67	57	37	18
62	73	78	87	84	40	14
88	97	82	70	100	50	21
60	69	74	45	11	95	23
73	37	71	49	91	90	45
73	75	24	18	83	93	20
32	23	47	37	92	99	79
99	15	62	66	60	83	43
32	59	23	83	31	87	81
29	81	56	72	100	22	38
50	25	28	97	25	88	42
88	94	38	69	35	59	52
37	25	34	48	37	13	90
20	81	36	68	83	14	63
79	25	45	92	59	75	74
47	69	34	95	36	89	95
40	92	46	43	64	50	90
31	80	56	89	53	65	84
81	45	32	25	35	66	11
75	52	33	13	48	97	69
42	48	38	57	17	42	17
95	81	41	76	97	23	18
29	74	62	100	37	99	40
53	27	80	64	16	25	40
99	98	23	76	82	95	78
52	27	19	31	26	64	84
74	86	38	19	71	43	23
44	43	61	11	58	94	28
64	21	23	65	94	37	11
26	22	51	98	33	98	21
95	74	51	63	59	39	83
48	41	34	76	85	62	47
52	26	26	72	22	89	12
98	13	46	19	42	19	78
47	31	87	57	74	43	26
76	15	49	17	29	43	62
46	57	87	30	92	12	93
21	29	34	50	57	21	57
50	40	78	49	13	47	98
34	99	13	95	25	99	28
46	73	78	97	90	81	60
40	89	44	74	15	55	100
76	20	86	33	88	92	80
90	71	76	20	99	68	93
81	29	61	46	86	98	33
52	13	55	95	88	23	30
86	14	75	41	34	100	39
15	19	78	69	28	18	99
50	11	58	47	48	22	63
87	50	47	92	79	48	24
59	34	18	62	63	58	64
53	18	10	57	21	93	88
69	39	26	40	59	21	59
86	35	35	71	44	57	22
66	49	62	88	46	46	25
35	59	16	44	32	66	49
14	62	44	69	95	56	24
97	34	40	16	12	55	57
20	12	40	21	85	48	75
63	69	46	77	57	15	61
40	18	84	45	20	100	88
50	62	90	49	29	20	30
68	77	33	14	28	10	84
54	73	31	60	93	50	68
15	70	85	21	99	64	13
57	67	44	66	28	54	16
45	58	95	61	79	49	51
30	12	10	85	32	18	81
61	76	14	82	83	25	54
97	74	63	70	17	74	43
64	31	76	66	16	72	33
19	90	79	89	22	19	11
82	25	18	39	62	70	40
40	76	39	55	89	75	35
25	24	54	10	97	18	97
37	22	89	17	55	13	22
32	51	38	75	48	10	17
95	28	51	75	19	85	79
72	75	76	34	64	30	68
60	86	22	50	23	35	97
92	78	84	96	17	46	82
22	46	76	55	69	19	11
100	94	87	50	40	51	96
83	93	65	64	36	70	13
97	100	38	75	76	25	42
57	17	31	63	89	30	60
62	91	93	70	45	22	78
10	88	38	19	22	29	47
59	87	30	92	64	17	92
54	22	56	32	62	62	98
21	98	18	30	83	89	75
67	86	85	14	31	76	30
71	39	87	61	71	60	25
16	42	92	54	19	34	50
61	20	53	93	76	43	91
62	95	84	18	34	26	25
19	64	92	90	29	88	75
52	45	98	86	42	52	50
46	17	81	55	63	83	37
25	85	41	32	75	66	44
16	56	79	16	87	14	36
31	71	12	24	57	37	36
75	28	74	84	47	29	70
29	14	83	48	87	34	36
71	95	15	76	89	42	76
73	23	62	79	59	10	100
41	35	97	34	66	95	71
12	83	76	29	50	49	86
67	47	60	37	82	99	68
20	28	18	37	96	11	28
54	83	99	86	23	37	80
59	46	24	53	76	19	24
29	29	50	52	100	86	74
91	37	66	39	18	10	67
16	77	92	25	79	92	51
36	16	29	27	37	78	37
42	84	38	60	98	22	71
43	97	53	13	24	65	22
21	44	54	16	95	23	96
81	93	35	40	47	40	37
77	91	95	76	56	74	46
42	92	10	64	35	22	64
22	55	92	16	82	24	62
77	36	16	13	79	85	66
96	91	77	59	33	11	40
70	20	68	72	64	32	94
86	29	40	95	94	88	57
56	58	34	63	100	10	96
74	85	82	37	59	95	79
65	35	50	68	60	53	44
42	64	47	12	31	99	69
68	32	63	75	71	72	91
86	86	58	51	19	57	35
10	19	12	76	22	52	40
16	53	96	43	89	50	81
70	92	74	38	16	89	84
96	32	10	28	82	54	14
76	95	47	63	13	74	19
38	24	20	20	50	57	80
40	46	70	13	56	16	10
24	64	31	78	91	18	91
81	55	12	61	41	27	20
33	26	100	59	79	99	72
92	82	63	14	25	72	51
66	79	70	65	78	86	83
38	80	28	86	94	13	24
38	10	63	94	26	41	21
96	66	61	91	82	42	24
40	52	45	60	59	27	41
51	26	94	74	75	67	46
51	75	66	39	20	85	92
97	79	10	60	33	46	53
80	19	69	33	65	75	64
24	68	62	18	28	62	64
60	61	35	39	58	48	74
20	46	83	87	87	78	21
21	69	37	69	31	20	76
85	45	19	20	47	25	40
34	30	71	57	83	97	53
36	27	49	47	32	85	81
19	26	80	61	21	76	76
37	72	12	48	82	77	24
85	96	44	92	19	76	86
70	76	35	26	83	75	45
71	29	37	31	76	58	86
49	19	30	36	75	73	71
33	63	31	39	23	26	72
41	96	98	88	65	87	58
36	56	83	73	46	28	71
48	92	28	13	36	46	48
96	43	99	51	52	63	59
78	77	41	94	68	64	65
82	18	68	45	65	85	76
24	27	19	26	89	41	60
67	66	73	30	22	18	52
22	32	12	47	63	63	48
61	23	33	59	75	67	29
11	25	87	35	75	11	70
39	18	21	38	93	72	18
16	91	69	83	31	24	86
43	36	30	10	67	68	87
63	29	66	47	27	85	61
55	64	93	80	18	46	89
43	42	32	84	91	43	40
85	79	75	62	28	96	19
82	10	60	33	48	86	19
91	100	33	58	59	22	100
83	31	38	36	56	61	81
41	53	97	55	80	46	99
41	23	12	77	85	23	15
54	68	33	51	20	61	94
40	87	23	14	55	100	72
22	78	31	58	31	32	64
71	28	73	14	61	27	10
34	77	63	83	81	14	44
24	73	97	53	98	42	54
52	58	42	59	72	16	96
35	95	14	97	59	91	56
36	81	51	37	88	81	42
97	97	52	34	95	18	10
67	46	30	71	67	79	19
50	54	82	68	44	72	23
39	57	97	81	97	22	99
30	16	89	10	57	85	41
71	92	57	92	21	75	71
18	42	67	60	44	60	49
58	75	98	23	87	54	45
51	75	29	53	53	50	80
64	37	42	73	78	73	11
25	23	38	93	81	18	53
40	91	99	96	17	61	35
43	33	93	53	16	44	16
17	19	16	57	90	81	72
14	95	75	19	92	60	92
80	73	61	32	37	35	62
100	41	51	82	37	10	47
12	78	44	84	84	58	43
93	34	31	74	62	53	47
24	38	90	99	22	32	78
38	18	91	81	29	60	35
91	67	92	100	85	23	93
38	74	88	43	86	62	90
44	78	85	87	15	71	81
92	90	62	20	74	28	94
87	36	37	48	48	95	24
25	15	27	81	11	74	87
51	41	99	62	84	37	87
82	52	41	71	71	94	85
42	59	89	100	98	29	94
64	75	22	88	45	86	39
66	50	80	49	22	95	73
45	25	22	75	16	60	78
94	48	28	53	43	30	98
10	98	54	46	62	74	38
