15	37	29	36	15	111
88	25	23	47	58	16
63	20	25	24	63	10
66	42	67	47	66	14
68	96	8	42	22	288
67	17	33	26	33	17
7	92	20	47	7	92
16	2	10	24	48	1
53	1	8	4	79	1
68	36	26	38	102	24
36	60	29	3	36	60
72	1	37	35	108	0
66	58	59	28	33	38
56	44	91	11	28	44
86	68	29	4	172	68
54	99	74	49	18	99
38	60	34	45	38	40
38	45	12	41	114	67
26	35	1	5	26	52
65	99	26	21	32	99
70	18	64	23	35	9
98	4	70	4	65	2
54	79	28	31	36	118
23	3	98	18	11	1
69	46	27	19	69	15
71	53	22	49	35	35
63	84	88	7	189	126
4	15	84	30	1	15
46	53	15	10	23	106
35	89	83	18	35	89
28	6	42	8	18	4
97	70	68	5	32	140
81	75	19	10	81	75
73	99	86	41	36	148
14	63	17	23	28	31
83	29	65	15	55	9
66	76	96	24	66	25
92	5	92	31	138	5
42	93	56	41	42	93
48	13	71	1	48	6
9	82	5	31	6	27
66	39	59	1	66	39
4	99	56	37	12	33
96	75	19	36	288	75
98	27	5	23	147	9
68	39	43	1	68	26
80	84	12	9	53	56
47	33	36	7	94	49
46	74	21	14	46	74
34	36	71	33	11	108
7	30	22	29	10	60
27	15	18	16	27	5
13	78	18	13	13	39
78	8	76	37	26	5
47	3	69	20	94	9
39	91	86	17	13	91
24	22	23	24	8	14
86	78	79	41	86	234
81	60	32	3	81	30
56	48	10	12	56	48
15	68	88	48	7	45
29	52	51	2	9	104
99	60	20	18	148	60
72	64	76	41	48	32
1	89	46	11	1	59
36	2	12	16	108	4
13	44	14	15	13	44
80	15	62	23	80	22
83	34	97	15	83	34
16	81	61	8	16	121
82	44	30	44	27	44
22	50	67	7	44	33
10	5	72	24	20	5
3	8	42	36	9	8
76	65	55	41	76	97
43	65	83	7	43	65
62	43	52	2	186	86
81	46	22	24	81	30
85	76	62	39	85	76
71	62	7	38	23	62
90	47	51	40	90	23
13	53	63	49	13	79
93	56	96	5	279	112
53	55	42	31	53	55
62	11	55	33	41	33
40	39	31	3	120	39
14	61	62	2	42	40
96	41	40	39	96	41
93	86	93	43	31	28
98	26	8	11	196	13
9	47	22	46	6	23
98	42	7	28	65	126
47	85	76	1	70	255
10	9	48	45	10	6
41	92	5	34	20	46
77	67	74	3	115	134
19	41	45	45	19	41
74	66	64	33	74	33
20	48	89	39	6	32
22	76	89	36	7	25
58	79	72	5	174	79
5	48	66	35	2	48
72	30	26	40	24	30
73	31	89	3	36	10
92	64	67	38	276	64
61	36	85	31	183	36
100	28	40	41	200	42
41	25	62	49	27	75
54	87	18	18	54	29
50	24	83	33	50	72
78	20	54	27	39	13
64	52	32	10	192	52
53	7	66	30	26	2
55	73	87	15	110	73
55	1	10	6	110	0
83	68	74	7	41	68
65	6	88	10	97	12
46	42	4	39	15	28
83	16	50	6	55	8
11	63	52	44	11	189
95	54	19	22	190	81
29	88	54	13	14	44
58	56	36	23	58	168
57	8	33	46	171	4
14	80	35	20	28	120
36	23	39	26	24	46
93	18	77	7	46	18
32	10	35	46	10	30
41	42	64	42	41	126
72	5	69	39	24	5
100	55	70	42	300	165
31	71	64	31	20	71
91	7	37	6	91	7
68	31	2	23	22	10
72	91	82	25	72	91
68	18	72	8	68	12
9	94	20	49	9	94
34	13	64	50	17	4
26	66	87	5	26	44
90	22	14	7	90	66
89	55	78	29	59	27
77	2	82	44	25	4
62	34	78	44	124	51
68	60	78	15	45	60
94	70	34	50	94	70
29	85	37	15	29	85
34	75	80	48	102	75
60	34	46	26	120	51
91	43	86	30	45	43
17	48	11	37	17	144
75	8	20	13	75	12
87	15	69	21	87	7
75	48	4	28	112	24
81	41	37	39	81	13
25	4	55	5	12	1
77	97	71	46	77	32
96	85	81	46	48	42
73	34	54	39	24	11
72	99	62	40	48	99
37	76	41	24	24	152
42	73	69	21	14	73
38	64	46	17	19	64
9	12	70	1	9	12
9	73	94	40	4	73
100	19	46	42	100	19
22	52	75	9	22	26
44	9	66	15	29	27
83	16	4	26	249	16
37	58	1	20	55	29
77	29	3	7	115	29
88	32	100	47	176	21
6	21	39	30	9	21
12	18	73	9	12	18
66	13	3	45	198	19
13	55	58	38	39	55
54	20	4	3	162	20
99	8	19	22	33	16
13	3	41	5	13	6
95	54	60	24	95	108
37	67	31	49	55	22
26	82	100	11	26	27
72	53	20	27	72	26
89	2	18	28	29	1
95	97	24	36	95	97
67	52	51	41	33	34
10	85	75	49	6	56
57	45	89	8	19	45
71	10	89	37	142	3
3	35	59	38	3	70
11	47	97	43	11	47
69	4	4	49	46	2
29	8	62	2	58	5
71	30	68	30	71	20
78	80	64	12	156	26
97	82	26	41	145	246
38	33	80	45	38	16
30	71	65	42	10	71
43	98	21	38	28	65
43	73	47	45	43	48
59	4	3	23	88	4
28	94	73	20	18	141
11	61	3	32	3	30
88	25	63	11	88	16
97	97	90	50	97	97
11	89	74	5	11	178
48	55	92	26	96	110
1	73	95	6	0	73
62	3	43	23	31	1
54	69	14	11	54	207
42	83	41	34	42	124
45	46	75	32	22	46
98	9	55	19	49	13
66	17	43	31	66	51
37	41	6	26	55	41
30	48	55	5	90	48
36	58	64	25	24	87
5	96	66	9	2	96
42	50	51	27	42	33
39	76	38	36	117	25
92	62	9	26	138	186
79	100	19	7	79	150
50	5	19	34	75	10
40	27	81	45	80	27
76	13	31	48	228	19
93	48	10	5	139	32
89	48	13	44	89	24
74	38	47	18	148	12
17	22	65	3	8	33
55	96	76	18	18	192
92	15	58	35	61	15
66	1	53	4	66	0
93	76	3	41	93	228
78	83	51	28	156	166
43	59	92	43	43	59
15	66	72	33	7	132
42	75	94	41	14	75
38	11	25	39	57	3
59	26	59	41	39	8
83	59	63	46	83	88
2	16	31	8	0	5
38	44	71	48	114	44
67	3	56	8	22	1
87	26	33	40	87	52
45	74	83	24	45	111
67	56	91	47	134	37
69	21	39	44	207	7
8	29	59	44	8	43
88	68	84	21	58	136
50	79	44	48	50	158
95	30	73	12	95	30
3	91	94	24	1	91
91	46	72	4	30	15
39	94	38	34	19	282
87	85	55	38	29	28
76	97	75	16	76	97
3	4	22	5	3	8
56	73	60	9	28	73
66	10	92	6	132	30
90	70	21	33	135	46
82	66	55	32	123	198
33	2	37	13	99	1
34	15	13	14	102	15
44	66	33	26	44	66
98	62	52	28	98	20
32	59	87	29	32	29
44	29	80	28	88	29
25	95	25	7	37	95
46	35	5	4	69	35
90	26	88	1	135	26
6	73	71	36	6	24
94	37	73	5	94	74
73	80	16	16	73	80
85	72	29	13	42	144
26	54	40	41	26	162
76	4	77	49	76	2
95	11	54	30	95	11
10	52	92	20	10	34
54	83	44	48	54	83
56	10	55	7	56	15
13	80	90	38	39	120
8	72	28	8	12	24
12	98	99	11	12	98
71	31	14	41	47	10
68	73	51	25	102	146
87	10	2	3	58	3
97	35	82	38	32	70
12	52	34	40	6	156
6	41	40	6	18	41
86	99	8	47	28	49
1	4	7	50	1	1
51	1	18	46	51	2
70	76	95	12	70	76
14	11	27	8	4	16
63	17	88	11	31	25
89	44	63	49	59	44
61	53	56	2	122	106
76	95	80	21	50	285
1	27	2	1	0	18
93	26	16	16	46	8
59	1	60	18	29	0
65	55	83	49	43	27
72	46	42	6	216	69
83	93	34	34	124	139
79	30	99	9	79	30
86	3	96	19	57	2
98	100	42	47	294	100
84	30	82	22	42	30
93	23	61	16	62	23
58	50	34	42	58	33
20	39	65	50	10	19
3	71	97	10	1	106
93	64	11	3	31	64
99	9	51	24	297	27
25	38	61	33	25	76
47	71	43	33	47	71
36	17	54	11	12	11
96	44	45	26	96	14
1	16	42	37	1	16
29	8	51	32	29	16
28	44	53	47	28	22
76	41	34	15	76	123
2	52	66	15	2	78
13	96	10	41	26	192
35	24	99	32	35	24
29	64	60	35	9	128
79	98	99	17	79	147
83	41	13	30	83	41
6	83	14	27	2	55
98	61	63	12	98	40
55	26	92	3	110	13
81	92	66	25	40	92
84	62	63	28	84	31
89	39	100	30	59	39
33	51	51	48	49	51
96	62	94	20	96	62
81	72	90	14	54	24
35	86	18	23	52	86
8	38	70	17	12	76
91	71	83	30	30	106
50	1	1	40	50	1
65	23	32	11	21	46
5	76	10	25	5	76
9	91	48	1	18	136
67	36	77	1	33	36
70	64	33	41	46	96
87	97	27	35	29	97
42	63	22	7	126	63
36	21	52	17	108	10
6	48	50	16	9	72
94	68	85	36	141	102
32	67	98	8	64	67
7	53	33	44	3	53
85	55	16	29	42	55
62	75	30	1	62	25
70	75	25	35	23	25
16	55	90	23	16	55
73	58	79	10	24	58
52	7	40	21	52	4
98	71	38	11	196	35
93	56	83	25	279	168
27	67	37	10	27	33
85	9	98	44	170	9
96	68	21	12	48	68
67	48	24	28	22	24
70	99	78	12	35	49
57	72	90	25	85	72
8	10	96	7	8	6
20	87	44	48	20	87
82	89	7	34	54	44
80	79	81	7	80	26
56	2	4	23	37	4
66	39	51	33	66	58
60	61	9	21	60	122
74	21	27	4	74	7
63	55	8	17	63	18
60	85	26	43	60	56
14	10	40	2	4	3
22	49	71	21	22	147
50	15	48	18	25	15
79	41	90	39	79	20
53	73	8	20	79	24
88	14	26	29	264	14
72	13	54	47	24	13
10	46	1	22	3	30
22	35	88	26	44	11
57	27	62	21	28	27
28	67	79	40	9	100
49	86	83	48	73	86
91	58	17	26	91	58
42	2	10	18	126	6
5	4	24	37	2	12
91	2	70	34	91	2
65	75	11	32	65	75
53	65	38	41	106	32
70	46	11	41	70	46
13	68	29	24	19	68
25	42	85	43	25	42
81	24	78	50	243	36
52	66	69	24	156	99
30	85	15	23	60	42
77	28	4	8	38	9
40	50	94	45	40	25
75	65	40	25	150	130
50	55	90	3	16	110
9	45	38	15	18	45
16	68	19	26	8	136
46	83	49	5	69	166
19	57	51	21	6	38
6	1	36	38	2	3
54	52	10	30	27	52
59	27	66	10	118	81
73	21	20	2	36	21
66	29	12	1	99	9
19	81	85	16	12	40
78	54	73	31	26	18
38	95	8	41	38	285
43	56	49	28	14	37
78	67	64	39	78	134
19	43	77	16	6	86
12	6	93	39	12	6
84	31	82	29	42	93
82	68	53	43	82	204
40	25	23	17	26	50
73	100	2	48	73	200
83	38	88	5	41	19
42	97	34	47	42	194
94	57	74	29	94	28
96	30	53	21	48	20
32	56	96	36	32	84
8	97	69	23	8	64
39	89	76	4	39	133
100	6	18	31	100	18
60	9	4	33	40	27
43	9	80	4	14	6
19	87	76	1	6	43
11	90	92	36	3	270
59	25	60	5	59	8
8	54	7	8	12	54
54	66	60	45	108	22
50	57	75	46	33	85
83	37	50	21	166	12
11	4	93	25	11	4
63	94	47	31	42	62
24	82	47	23	16	41
62	50	81	47	62	50
68	89	43	29	34	178
73	87	57	47	73	87
43	55	38	35	21	165
51	67	83	29	51	44
68	11	65	23	136	16
81	20	85	31	162	10
16	84	19	5	48	252
86	81	65	43	28	162
87	56	64	37	87	56
92	25	13	22	92	12
30	61	61	43	60	91
39	45	33	46	117	45
49	69	87	1	147	69
53	17	29	47	17	17
47	9	97	15	141	9
56	63	91	46	28	31
74	72	78	3	24	72
84	1	62	49	84	1
32	58	15	2	32	58
24	53	84	25	48	53
88	2	37	38	29	4
18	35	70	36	6	35
91	70	69	39	91	210
41	3	30	3	61	3
94	95	15	35	94	190
38	49	46	17	76	49
66	36	24	50	44	72
92	95	31	40	138	142
58	64	52	33	29	64
63	48	37	9	31	96
35	54	53	36	11	54
15	1	72	47	30	0
70	77	52	25	140	51
88	1	88	18	88	0
97	20	47	6	145	13
71	62	40	40	106	41
28	75	45	10	9	75
100	72	80	24	200	216
84	34	52	8	28	102
38	83	10	23	114	83
39	33	48	34	58	33
5	32	85	28	5	96
78	100	68	21	234	300
49	97	21	33	16	97
19	52	14	46	19	17
43	100	28	3	43	200
10	89	38	24	30	29
6	35	64	17	2	35
84	8	51	25	84	4
37	6	50	48	24	6
60	34	76	16	30	102
4	8	57	16	6	16
87	7	25	11	87	14
28	51	44	10	28	51
89	65	92	27	89	65
86	82	97	16	172	54
79	97	77	12	158	145
75	58	57	38	150	116
93	61	98	7	186	91
93	100	76	24	186	66
81	89	42	16	54	29
70	85	26	31	46	127
43	28	40	44	14	28
14	57	43	33	14	28
79	38	61	39	237	38
45	71	95	48	67	142
3	1	1	3	1	1
22	41	43	24	66	13
29	37	88	11	14	55
29	40	72	3	58	80
22	60	82	9	66	60
37	44	79	48	37	44
56	26	98	5	28	26
3	62	35	20	2	186
17	2	3	26	17	2
96	21	24	39	288	10
71	56	57	21	71	168
20	75	79	43	6	75
42	85	44	1	84	56
19	59	85	32	28	118
100	61	73	15	100	61
50	21	80	36	33	63
47	91	8	19	141	136
80	61	63	32	240	91
48	98	73	50	48	98
12	33	35	20	6	99
85	79	45	48	42	39
60	17	51	34	120	17
9	4	67	33	9	4
74	76	57	43	148	50
96	7	35	29	192	3
26	8	10	17	52	8
47	29	20	42	47	29
53	86	44	43	159	57
70	91	58	22	70	45
4	41	2	9	12	41
70	63	51	18	23	31
29	95	56	33	19	142
7	79	91	32	3	39
30	6	85	32	90	9
17	28	22	6	11	56
75	58	90	21	50	58
14	98	93	3	42	98
34	53	67	30	22	35
11	61	81	3	22	122
95	98	67	29	95	98
54	40	53	20	162	26
86	55	54	2	172	55
37	88	59	27	18	88
81	34	14	42	162	34
25	79	40	4	25	52
92	26	86	2	92	13
24	6	30	41	12	6
74	14	31	3	74	42
48	70	9	9	24	46
25	81	28	15	37	54
43	37	75	33	14	74
38	72	95	15	76	36
100	31	81	13	50	31
96	99	6	46	288	99
96	36	67	44	64	24
84	63	82	36	84	126
40	53	12	28	13	26
35	80	2	12	11	40
38	71	44	7	25	71
34	69	69	49	102	103
12	26	10	6	6	13
28	86	72	32	42	28
78	10	29	30	78	6
32	60	78	31	64	30
32	57	29	27	32	28
51	80	9	24	17	80
67	35	83	4	67	105
41	68	35	1	41	68
89	17	32	1	59	8
23	47	57	13	23	47
95	61	54	5	190	61
73	2	92	11	109	0
6	61	68	32	18	30
63	89	25	38	63	133
55	96	76	23	82	192
87	58	72	6	87	58
48	33	9	28	32	99
67	37	66	43	201	37
56	22	86	47	56	33
82	92	17	42	82	46
90	48	16	27	270	24
69	86	27	23	34	57
29	77	94	16	9	154
29	43	27	2	58	86
38	80	60	36	38	80
68	15	2	44	136	5
88	36	85	20	88	36
79	25	98	50	52	50
53	89	54	35	79	89
78	73	86	46	39	146
12	83	92	16	6	41
37	62	44	13	55	41
90	84	44	16	90	42
35	51	21	1	35	153
81	49	82	22	81	16
93	79	46	13	279	79
51	76	79	14	34	76
22	79	66	9	14	237
8	89	67	3	12	89
12	79	24	42	4	79
27	74	20	5	27	222
48	9	95	11	144	3
1	66	21	2	0	44
38	36	22	7	38	36
37	9	21	47	18	9
82	27	46	2	27	18
29	46	18	11	43	69
42	99	12	31	42	99
69	35	80	49	23	35
52	5	39	34	26	7
100	38	45	47	200	12
67	77	6	29	67	38
10	79	96	50	30	52
27	32	84	29	40	64
36	67	57	2	54	67
38	79	46	27	57	26
31	38	33	31	62	76
66	84	73	44	44	84
36	69	83	22	12	69
28	17	28	4	14	17
78	77	61	28	26	77
53	58	21	39	53	19
9	7	44	38	6	10
74	88	2	12	24	88
29	55	91	43	43	27
19	88	54	1	19	132
15	30	83	26	5	10
71	74	22	11	106	74
75	2	63	1	50	1
57	10	37	41	28	10
63	27	26	2	21	27
39	82	20	17	19	82
100	9	94	37	100	18
42	67	66	34	126	22
43	46	12	20	43	23
60	77	60	18	20	231
13	56	16	40	13	56
79	58	82	20	79	58
76	37	56	39	152	18
57	18	67	40	19	6
23	67	58	50	11	67
92	94	43	45	46	94
41	97	52	19	41	32
43	95	22	37	28	285
23	83	62	21	34	27
73	5	86	27	219	7
39	24	18	50	39	36
7	44	51	4	7	66
50	99	35	4	100	66
61	62	28	13	40	20
48	100	32	31	24	200
89	26	31	38	89	8
89	83	65	12	178	83
80	47	45	11	40	15
44	3	43	11	66	9
32	22	69	32	96	22
56	36	96	6	112	12
65	51	2	42	97	17
49	61	39	37	49	61
33	95	15	37	99	190
27	37	64	31	9	12
44	20	31	17	44	30
3	28	44	8	3	14
28	96	80	26	9	96
15	52	93	42	15	52
39	50	100	31	78	150
78	88	66	42	39	88
89	92	2	14	89	30
76	18	71	2	76	12
71	98	22	28	142	98
48	54	90	42	144	162
63	17	30	11	189	5
5	43	81	3	10	14
22	6	80	28	22	18
77	61	46	42	77	61
28	93	86	31	56	62
7	95	80	10	7	190
39	34	95	14	26	11
42	100	46	8	126	66
79	20	13	11	158	20
89	23	76	18	89	23
7	28	33	31	7	18
43	49	60	15	28	32
17	6	92	40	17	4
62	38	67	36	62	12
82	60	56	27	246	60
85	34	92	48	255	22
35	34	3	33	17	17
4	23	23	42	2	69
85	100	58	36	127	300
73	80	75	17	73	40
69	94	53	33	69	94
58	33	26	29	19	33
96	17	75	15	96	51
80	72	72	11	53	72
42	57	22	20	84	38
44	80	3	48	66	40
18	89	60	41	6	89
27	88	99	27	18	29
28	7	59	33	14	7
38	95	100	13	38	95
92	84	98	37	92	56
28	61	58	23	28	30
24	60	5	15	36	60
55	87	27	47	55	29
40	20	49	17	120	20
23	47	97	36	23	94
55	7	54	6	36	3
25	68	42	22	12	34
16	24	34	10	16	8
82	76	3	42	246	25
22	39	8	7	7	13
10	35	84	6	3	70
12	72	57	45	12	24
84	31	93	22	168	20
91	52	7	30	91	156
62	50	34	43	124	50
79	66	66	10	79	66
36	19	73	13	54	28
15	15	71	28	10	15
3	59	36	49	1	118
60	52	99	2	60	17
26	10	73	9	8	3
21	68	3	41	10	204
68	57	18	35	34	57
78	76	61	40	156	152
60	84	38	22	90	56
61	41	37	19	61	20
98	55	45	3	98	55
74	74	5	11	24	74
17	44	85	25	8	44
27	83	96	31	40	249
64	87	75	2	64	130
24	42	58	8	24	42
97	67	12	25	97	67
34	51	7	8	34	51
90	22	74	46	60	11
84	68	62	15	84	204
67	5	92	32	100	5
33	3	28	33	22	9
79	76	38	13	39	228
22	63	31	47	66	189
98	31	71	28	147	46
64	62	67	1	32	93
81	89	60	32	162	59
24	60	40	5	24	90
84	8	29	46	56	8
48	58	88	26	48	29
34	14	60	35	51	7
52	18	18	32	52	6
45	24	41	15	45	12
94	28	91	46	94	14
25	25	8	31	25	12
14	29	94	9	14	58
27	41	83	29	13	27
70	69	80	4	70	138
39	64	34	7	13	128
51	32	39	24	76	32
95	92	19	25	63	30
18	52	69	44	36	52
50	76	98	38	75	38
19	46	3	43	9	46
90	29	19	26	270	9
35	57	21	21	23	28
37	18	37	16	37	27
98	81	89	24	98	121
35	13	67	31	35	6
13	40	100	9	13	120
71	95	10	49	71	31
34	43	80	18	34	43
8	9	59	49	4	9
5	94	63	47	5	47
64	49	87	7	64	24
78	94	22	35	78	94
10	93	68	6	5	186
50	59	66	28	50	88
78	84	65	8	234	252
41	13	7	39	41	26
15	7	4	37	15	3
25	63	73	16	25	63
93	43	53	2	139	43
72	47	91	30	216	141
28	56	40	48	18	168
66	51	25	7	66	51
100	98	25	28	50	147
8	2	67	35	5	2
61	46	43	10	91	46
17	92	87	41	17	46
35	6	31	8	11	9
50	100	72	37	50	100
83	6	16	38	41	9
7	44	99	19	2	14
42	77	5	11	42	77
16	34	20	12	8	68
91	51	9	40	136	51
26	77	89	2	13	51
74	9	100	6	111	9
56	55	59	45	37	55
25	12	13	44	50	18
78	55	7	1	39	165
12	3	49	10	24	1
74	7	79	50	222	7
1	37	29	29	0	55
71	95	75	50	23	190
85	63	45	16	85	21
19	52	85	8	6	104
53	100	78	5	53	33
64	22	28	46	96	44
59	80	59	15	88	53
70	13	68	46	35	26
41	7	41	21	41	21
93	92	93	31	186	184
9	77	43	32	27	51
72	27	23	15	72	18
95	60	59	33	31	60
67	7	85	46	67	21
78	38	13	12	156	19
71	28	26	30	71	56
95	82	28	21	95	82
33	92	47	11	33	184
54	48	61	36	36	96
12	7	14	4	18	14
10	63	15	38	15	63
60	87	50	24	30	29
27	13	59	40	27	13
54	69	96	19	54	138
18	20	68	7	18	6
40	73	68	25	13	73
47	56	59	36	47	18
25	14	45	18	12	14
18	48	3	6	12	48
93	37	98	22	46	74
10	7	91	27	20	21
66	36	11	39	22	72
75	42	94	18	150	42
29	34	89	11	29	68
14	58	6	26	14	58
71	83	89	31	71	83
9	100	91	29	4	100
66	96	46	9	44	48
18	50	26	1	54	33
74	39	91	17	49	39
90	15	69	28	60	22
20	31	79	46	60	31
53	90	5	11	17	90
46	51	34	3	15	17
1	92	91	6	0	46
90	100	72	20	90	33
7	77	80	6	4	51
22	81	47	5	11	40
61	89	41	3	20	267
60	2	42	15	60	2
39	99	94	25	117	99
33	56	48	22	33	37
8	41	13	15	2	20
87	93	51	16	58	279
94	26	50	47	47	8
58	20	57	4	38	20
26	39	34	23	26	39
4	81	10	49	6	81
71	5	77	13	71	3
40	76	34	3	20	228
65	2	4	19	65	1
66	43	45	12	44	64
45	51	58	18	30	51
92	58	79	31	46	116
56	90	60	41	56	270
37	97	15	31	55	97
80	32	41	35	80	21
19	16	43	6	38	10
66	10	81	35	66	3
92	20	7	25	92	13
27	27	97	22	18	54
43	23	66	37	28	69
5	75	68	42	1	150
42	94	69	30	28	188
82	10	51	44	82	15
62	30	99	28	31	30
45	75	70	18	90	50
57	61	16	44	85	91
83	84	54	29	83	42
43	86	63	50	129	28
59	14	59	3	177	14
71	98	73	6	71	32
24	8	88	46	8	2
28	67	12	22	28	201
87	24	72	4	87	24
5	24	79	47	5	24
70	84	32	41	35	42
5	88	89	38	5	29
17	19	79	30	11	19
5	60	57	40	1	40
77	97	25	8	38	194
1	30	14	32	1	20
94	43	16	23	282	21
70	17	18	15	35	25
26	82	13	19	52	82
44	79	9	17	44	39
12	7	99	6	4	10
38	55	47	27	114	110
82	38	89	14	82	38
86	15	83	17	86	30
31	30	97	36	93	20
51	34	64	25	76	68
32	74	83	42	32	74
14	95	72	14	14	190
46	4	2	24	46	2
84	28	75	8	42	56
96	7	5	1	64	2
90	53	57	15	90	53
100	69	77	1	50	69
76	96	38	2	50	288
78	46	14	17	39	15
29	73	24	38	87	36
6	40	56	5	6	40
76	63	24	17	76	189
92	44	18	3	30	22
86	20	36	49	86	6
97	39	70	45	291	39
25	36	26	39	50	12
73	18	31	32	109	27
93	26	9	30	279	39
41	64	42	8	41	192
29	83	46	26	87	83
63	73	53	16	63	73
34	33	14	27	68	22
72	27	90	48	216	27
41	1	39	25	27	1
100	100	57	10	50	200
73	26	95	32	73	52
39	19	12	19	117	38
77	73	30	1	25	73
44	92	14	2	22	92
59	68	20	2	59	136
59	61	14	46	39	122
10	71	11	2	10	71
15	33	14	15	7	33
59	73	94	25	177	48
5	15	37	22	5	45
71	27	57	34	106	27
81	1	72	30	40	0
80	92	57	14	120	92
12	24	59	45	18	24
31	14	81	8	20	4
98	25	1	47	196	12
21	41	46	30	21	123
