64	114	114	39	80
52	2	80	138	63
70	1	9	84	71
104	93	83	73	47
2	80	65	84	98
78	1	120	72	17
139	143	79	118	143
96	74	121	113	30
51	67	121	65	37
51	54	109	89	149
17	71	21	110	101
82	133	148	28	64
73	120	51	142	136
122	106	116	102	46
119	2	41	45	113
109	43	46	106	147
6	80	79	85	119
141	107	65	112	135
52	54	44	7	18
25	65	121	150	69
121	78	85	38	138
129	117	3	103	120
114	52	52	32	28
62	148	49	32	91
63	121	96	103	105
103	39	25	25	4
109	74	86	90	106
150	50	102	63	53
51	92	144	15	80
98	69	21	76	145
39	67	61	135	74
2	48	111	35	131
119	98	10	15	101
138	138	49	134	134
45	73	92	121	35
43	50	8	59	135
119	112	82	119	31
146	142	36	28	74
32	101	72	23	104
131	10	56	132	143
8	132	95	149	104
19	99	65	3	9
30	54	79	12	122
119	30	87	97	133
105	13	10	18	138
51	18	123	38	11
84	2	73	15	42
142	97	129	4	127
63	63	146	125	142
113	84	19	21	32
1	89	121	124	16
68	13	117	58	62
34	102	44	2	69
51	31	65	15	89
90	87	31	116	91
31	87	63	10	31
29	149	43	64	8
73	8	95	144	9
36	48	87	131	94
87	108	81	21	67
61	98	24	35	116
69	141	49	33	92
60	146	145	37	97
34	129	95	17	113
43	128	74	48	127
65	7	17	40	115
102	80	22	114	81
27	127	33	116	60
141	140	127	145	56
88	144	29	39	134
59	5	142	121	62
117	73	97	15	7
140	5	20	49	149
116	136	38	115	149
135	37	110	1	90
106	106	60	82	68
84	43	140	23	127
78	48	129	92	106
103	113	102	15	149
18	37	22	130	121
75	17	117	88	92
66	39	96	7	115
122	83	46	40	22
139	58	99	131	36
63	16	119	31	18
30	83	55	16	36
140	129	136	71	148
32	132	85	100	67
106	132	53	104	117
83	7	62	76	45
139	59	104	38	123
109	33	144	38	106
51	82	30	144	6
81	72	117	64	116
3	39	107	30	21
15	140	79	103	124
130	55	9	79	33
4	38	75	3	22
69	91	143	99	5
119	60	36	88	104
129	83	89	137	71
115	92	39	44	63
44	44	91	3	141
148	57	119	57	48
48	120	7	24	32
45	63	114	62	117
7	107	138	5	68
57	106	75	53	133
87	104	78	114	91
148	71	47	47	145
77	99	63	120	138
37	48	140	26	20
86	146	84	147	134
28	113	80	30	129
58	29	103	30	82
133	70	59	68	134
94	36	126	105	50
106	47	77	15	10
150	132	72	149	100
7	135	145	137	63
129	53	104	42	143
22	6	2	5	89
43	71	107	95	63
105	34	52	87	93
143	101	26	15	122
87	3	20	132	64
16	67	95	9	14
85	63	79	26	122
105	103	48	96	37
25	87	142	146	119
33	84	65	11	44
124	50	111	5	16
28	76	143	64	97
80	78	149	20	145
2	50	15	24	117
47	52	8	115	103
48	108	103	18	134
2	146	110	145	63
64	36	82	19	149
74	38	117	111	118
108	116	16	65	87
40	118	148	126	83
42	131	72	114	48
64	77	3	104	146
146	21	83	36	99
77	14	129	75	35
45	2	22	71	90
70	69	47	63	22
17	44	35	40	83
114	20	62	113	73
121	59	28	88	100
120	128	64	6	130
26	26	16	140	92
141	51	147	94	117
42	27	1	55	16
51	138	87	93	28
68	120	68	11	129
56	46	42	110	116
117	105	27	95	114
74	59	141	63	5
101	31	98	28	129
41	61	134	45	69
136	43	75	12	143
64	110	132	12	44
139	122	97	91	55
11	137	44	138	86
125	16	9	106	74
92	14	136	143	97
123	102	127	102	35
128	114	86	53	126
134	140	46	83	86
115	122	26	47	47
59	31	144	9	64
87	110	15	28	42
98	57	127	73	44
92	115	80	134	73
99	136	104	143	131
116	50	5	21	11
114	18	101	34	60
18	57	138	92	114
128	115	59	49	57
130	72	1	136	4
15	130	31	56	26
99	48	54	125	72
28	67	18	147	54
91	24	35	50	97
14	65	74	53	142
59	34	145	116	31
100	81	140	67	112
54	102	29	26	125
132	43	64	123	20
127	50	138	150	125
104	10	48	60	63
142	111	99	30	45
32	16	78	140	76
13	94	40	31	27
125	59	80	150	122
50	32	103	137	93
52	59	149	132	135
130	59	90	112	135
11	142	57	134	148
12	31	104	107	58
102	40	75	79	106
64	71	18	104	39
149	121	96	118	17
83	96	81	137	51
33	14	103	39	64
89	27	126	137	144
1	2	146	11	52
100	111	112	150	110
82	101	55	74	14
13	104	133	112	11
69	17	104	55	22
15	113	84	3	23
67	81	32	64	18
81	147	142	33	42
28	79	145	144	67
133	95	71	96	77
48	37	105	50	64
60	41	49	89	107
150	145	135	53	84
137	69	97	148	73
31	119	91	92	39
72	21	129	8	128
97	3	54	57	123
148	38	99	99	117
72	38	53	139	68
126	95	131	53	63
136	16	42	138	51
105	16	127	150	137
133	135	115	120	144
51	137	1	30	2
140	142	80	102	42
150	17	131	11	145
103	144	18	95	122
138	16	69	59	130
92	4	16	87	90
20	145	18	15	63
79	93	42	105	125
140	40	148	70	25
37	75	124	76	26
108	101	88	111	30
127	113	91	42	58
111	79	17	141	41
27	135	30	99	9
129	37	36	63	9
125	69	78	5	96
4	18	23	78	117
117	97	23	19	117
77	96	100	100	11
27	23	108	20	31
19	121	22	58	109
38	1	110	89	26
142	58	119	23	97
43	133	30	50	77
84	111	121	144	22
63	4	108	43	12
2	87	141	62	104
92	118	87	48	122
93	19	146	9	64
30	117	44	75	107
15	31	130	88	150
3	75	49	141	90
129	54	126	33	146
147	27	126	63	35
31	92	80	116	120
108	60	141	16	114
146	26	128	109	118
47	35	22	46	37
106	7	51	148	129
53	83	31	99	143
71	26	108	2	30
147	85	142	86	87
102	70	49	135	76
29	73	73	27	70
141	85	116	138	13
124	146	129	57	15
141	7	97	86	34
12	86	104	137	119
58	93	72	13	17
85	81	5	42	74
32	20	48	69	121
99	117	131	87	145
116	101	127	60	135
69	88	52	145	34
42	40	5	6	29
44	87	83	3	55
69	79	12	28	138
63	53	84	11	139
63	57	53	72	117
142	37	32	142	99
111	23	135	36	54
135	147	39	64	92
22	9	40	64	63
12	124	28	68	61
92	87	100	87	31
120	131	127	113	35
143	78	26	4	23
36	103	94	63	131
63	93	23	112	10
122	104	88	35	104
120	12	133	130	122
26	56	136	70	125
141	25	149	63	40
59	101	10	96	130
51	82	142	5	45
45	63	129	83	94
93	104	3	20	20
27	133	57	50	73
124	111	146	24	116
19	34	43	7	82
17	52	62	50	117
41	131	28	10	98
57	53	82	9	22
112	49	146	110	53
20	30	106	99	78
77	136	95	103	10
97	83	144	14	65
111	119	61	55	146
123	61	116	119	52
35	80	77	3	141
117	4	100	56	119
68	125	105	150	47
143	66	15	14	57
150	80	128	23	117
143	27	63	118	107
76	35	24	145	131
62	37	24	147	145
146	122	119	145	129
82	43	124	107	11
79	29	84	42	85
38	41	121	133	63
23	87	147	25	82
146	75	150	66	58
111	145	134	10	30
141	16	35	81	75
93	13	94	111	43
32	122	51	71	55
150	38	76	95	62
27	42	65	49	76
114	89	47	15	63
119	73	96	90	90
29	138	132	55	146
121	44	66	41	114
112	109	75	123	117
25	101	50	139	22
82	29	15	44	6
104	70	91	78	50
98	38	91	112	122
109	64	129	8	67
108	19	77	132	29
71	25	77	13	57
145	119	46	24	64
114	17	64	139	146
53	93	127	104	57
41	82	111	66	112
37	118	12	138	86
50	127	141	68	93
35	61	27	8	103
10	98	1	114	48
38	29	22	144	33
70	145	90	98	149
133	71	87	114	143
78	22	46	87	104
6	106	81	7	57
96	144	117	10	71
42	56	49	47	49
83	105	73	124	7
121	74	10	93	71
32	86	87	17	140
112	54	45	21	61
10	115	32	50	100
23	149	130	36	142
127	21	58	80	145
132	17	3	48	114
37	65	6	76	9
135	117	31	108	122
70	120	18	89	132
36	99	55	71	23
52	125	110	43	110
97	23	11	33	94
30	81	65	109	109
126	73	90	86	115
7	6	116	84	110
148	98	29	27	149
64	120	16	93	115
22	79	69	12	94
64	102	73	75	30
45	36	78	91	69
87	56	58	138	141
67	110	46	67	63
50	129	15	59	14
105	47	79	21	126
93	134	31	111	91
58	117	119	26	43
144	49	120	112	30
112	100	119	29	79
55	59	117	61	37
33	130	33	72	60
62	136	114	121	150
119	53	121	53	19
22	117	134	111	83
5	86	13	56	14
132	52	106	5	118
5	56	28	122	110
61	105	135	95	21
143	121	85	61	140
10	22	124	19	146
139	71	18	30	102
128	6	95	85	4
112	90	10	101	122
12	19	89	119	25
119	106	14	2	95
57	139	19	135	82
36	69	32	37	93
31	99	44	62	32
70	146	148	17	12
53	127	101	86	50
14	92	117	83	69
55	33	108	12	14
66	84	110	2	137
5	16	54	124	91
79	98	2	52	40
60	28	105	124	86
87	97	143	94	24
139	118	56	115	2
72	9	149	97	66
11	115	142	83	64
14	63	80	25	94
42	106	49	34	58
125	98	97	147	17
26	127	123	39	88
147	4	146	57	126
11	117	97	60	140
67	113	71	25	5
62	136	12	116	133
140	129	7	69	142
68	70	90	34	73
132	127	127	19	124
134	60	116	67	128
112	139	33	68	84
11	91	75	105	17
121	49	25	54	129
34	101	29	122	108
4	134	23	95	44
15	117	132	42	141
22	123	95	137	140
26	133	1	86	145
134	120	13	64	134
87	134	136	42	141
55	64	27	36	8
89	57	47	108	142
98	98	14	118	129
138	114	83	63	105
120	90	9	147	65
90	57	80	80	99
127	63	83	147	87
92	115	64	62	78
133	30	49	71	77
69	102	82	124	83
92	81	49	145	78
91	122	134	146	94
14	108	57	72	94
146	119	18	49	121
123	50	14	147	144
85	43	14	17	40
53	80	71	24	74
115	142	7	59	122
98	89	62	65	89
13	89	2	19	9
78	31	55	100	70
74	109	92	89	100
52	35	43	122	69
17	147	49	54	18
62	3	12	147	93
128	80	59	87	31
34	105	114	21	58
95	120	63	130	130
114	83	62	52	53
5	34	5	42	129
94	37	102	36	43
85	122	67	20	128
48	96	117	74	137
39	84	128	31	78
93	10	101	23	142
5	33	63	106	115
72	36	126	2	97
20	117	1	11	102
62	147	78	142	38
88	59	116	58	42
109	57	123	21	3
31	60	138	130	91
109	35	36	129	132
70	71	77	106	40
129	57	66	8	82
130	131	61	57	39
114	148	137	77	14
28	63	21	84	18
50	26	134	19	115
86	128	72	28	148
11	76	93	86	114
72	139	62	124	106
31	129	121	98	93
148	103	90	16	150
79	139	120	99	5
84	2	6	132	75
118	49	112	70	2
149	121	128	55	14
65	37	51	81	150
70	5	74	43	32
52	46	17	2	112
134	139	55	30	148
136	69	82	76	72
117	100	57	23	120
102	149	45	91	143
93	122	97	119	24
128	146	139	12	37
143	148	101	124	30
25	26	101	35	16
16	27	124	80	128
98	65	99	140	72
146	55	105	66	36
117	80	38	118	74
78	148	86	95	85
109	142	127	35	31
49	87	98	17	94
64	65	137	119	127
98	20	13	112	86
62	38	13	123	123
30	142	10	25	124
2	57	7	64	99
5	59	52	55	24
84	2	71	5	111
75	93	33	115	78
98	103	17	97	109
26	97	91	80	63
14	34	22	139	113
78	135	48	15	27
9	133	55	41	87
122	52	67	120	113
51	97	138	18	22
89	25	70	101	28
91	26	71	51	20
92	65	115	27	10
132	91	140	67	132
17	46	32	119	93
82	85	6	60	32
63	30	118	124	101
114	119	93	139	91
96	8	109	72	32
40	131	65	42	110
110	125	21	29	54
139	58	56	100	104
41	73	68	26	107
18	143	141	108	39
11	107	58	49	73
79	73	126	83	57
103	3	52	65	118
38	48	28	4	121
136	83	67	141	77
56	104	113	126	121
81	70	17	103	13
32	21	30	112	92
68	61	108	81	108
16	121	96	93	60
61	56	53	130	78
124	78	26	121	31
149	138	131	5	101
105	53	47	50	81
76	57	94	56	95
68	70	83	63	132
138	105	40	106	97
5	111	36	122	60
49	22	141	139	112
96	45	108	60	88
114	22	58	127	80
116	105	46	126	3
33	77	58	46	89
114	30	52	94	136
31	114	136	55	86
43	138	95	90	145
125	150	127	140	133
39	141	84	5	131
139	56	42	131	97
85	90	110	40	93
97	26	72	27	136
123	73	133	6	73
69	116	55	125	8
129	76	27	96	121
38	48	124	70	21
62	44	102	32	65
106	18	57	17	70
149	82	29	124	12
123	85	133	84	50
66	112	48	28	49
14	13	30	22	52
107	55	141	10	113
109	54	35	91	29
24	52	149	42	63
127	94	108	134	105
26	72	55	112	59
79	7	51	136	3
135	103	143	24	35
50	89	148	86	86
76	139	141	6	86
20	95	84	30	58
76	80	8	102	67
34	109	91	99	16
101	139	137	84	117
7	26	136	16	104
69	38	98	52	52
19	59	120	81	149
8	60	93	112	46
58	111	47	107	150
102	38	104	74	1
114	28	84	148	63
81	20	22	138	3
105	84	68	88	44
107	74	36	114	11
97	106	90	19	112
37	142	114	10	110
73	4	126	47	88
18	35	81	89	95
95	84	45	106	52
87	136	103	85	59
129	67	30	59	15
68	97	66	125	86
150	132	26	141	125
135	47	65	36	49
72	103	3	85	104
25	119	72	98	143
7	64	39	3	66
70	126	26	18	76
115	34	82	140	33
97	117	52	86	20
133	105	5	118	6
14	122	121	65	124
59	105	110	104	98
82	48	104	48	34
18	72	124	71	22
94	129	53	8	37
32	136	95	88	23
75	146	53	16	115
144	122	136	32	136
3	16	34	13	27
142	135	82	95	119
19	21	98	66	130
88	62	18	149	91
139	36	26	11	108
95	90	97	27	114
92	138	64	149	101
40	35	116	10	63
11	65	122	116	50
129	73	148	130	28
70	140	15	25	54
130	72	61	53	147
66	142	135	91	10
100	56	12	33	21
48	64	137	29	13
111	84	127	128	94
113	5	8	28	59
107	51	27	49	138
19	28	76	2	89
130	43	89	137	29
122	129	138	6	90
52	78	106	22	49
141	105	31	137	92
84	37	107	94	74
40	22	60	46	91
26	114	111	34	138
105	12	7	108	88
114	105	10	139	40
21	68	73	141	105
41	113	53	146	123
139	140	61	31	86
94	1	125	115	131
121	13	68	42	78
68	89	27	75	140
101	39	3	43	19
81	9	79	22	3
24	103	18	3	94
118	138	140	139	104
84	150	110	43	134
76	119	130	37	1
44	66	145	52	86
18	108	117	42	4
103	3	129	40	83
78	45	30	49	79
61	54	48	89	147
41	85	37	28	80
71	30	9	44	50
77	9	134	60	98
67	122	30	12	112
20	10	148	64	146
66	141	108	149	134
42	48	135	35	60
75	38	22	22	39
137	89	30	50	33
40	141	20	103	18
47	111	93	149	112
83	138	11	129	111
112	113	97	121	58
101	87	78	16	55
85	66	46	44	120
107	134	54	144	57
3	46	101	137	85
64	38	90	147	119
122	35	68	125	82
73	33	96	59	83
72	101	30	48	43
34	12	57	50	125
112	121	38	39	84
109	36	136	122	85
61	20	21	86	18
111	6	20	16	16
72	115	78	13	39
144	140	57	90	119
9	16	37	43	109
128	35	60	62	131
39	18	28	119	66
113	96	34	109	105
34	104	111	51	140
112	38	54	89	92
28	131	15	74	105
75	43	110	89	147
43	36	85	97	91
149	149	90	46	21
19	5	135	45	140
105	133	40	123	148
21	57	129	114	45
103	148	82	79	143
57	26	121	51	59
110	71	54	80	20
22	62	103	16	15
51	6	51	118	55
10	127	78	72	126
77	96	45	4	91
102	65	150	96	113
120	62	9	87	96
25	98	43	122	77
26	137	103	59	73
148	3	64	119	45
120	81	148	85	75
27	63	136	93	99
59	130	124	42	33
146	103	37	143	91
72	16	78	39	126
112	107	90	127	1
13	29	133	111	86
59	107	28	48	137
5	61	67	134	72
71	32	63	98	4
29	144	6	104	29
142	78	44	30	89
13	15	68	21	139
64	68	126	100	134
68	106	51	98	114
67	129	51	130	70
111	77	112	113	86
55	25	52	65	75
106	100	43	136	146
29	132	18	64	130
114	119	24	25	74
132	82	36	71	142
48	42	53	34	128
77	98	89	85	43
119	10	128	4	45
59	31	51	26	41
146	59	58	149	9
14	44	80	144	15
70	101	85	118	18
15	133	72	131	63
91	51	45	45	54
19	79	146	98	8
144	139	52	137	125
35	3	103	6	143
105	129	145	106	63
15	2	68	149	88
50	15	11	1	64
42	102	133	7	15
7	86	35	70	115
26	66	42	121	149
140	3	46	109	51
60	87	90	8	115
73	116	61	146	97
36	109	89	106	58
130	11	41	75	134
83	150	120	63	40
42	69	117	67	133
82	141	13	67	150
125	145	88	141	114
45	75	35	49	148
63	73	136	81	20
150	143	116	50	13
146	149	115	104	69
69	70	61	30	29
27	115	57	144	63
34	22	103	54	65
140	124	21	100	40
68	90	108	141	11
147	26	43	72	29
23	106	51	88	71
83	138	150	93	124
120	32	146	90	136
39	108	130	21	23
1	16	51	107	49
47	76	121	30	17
99	150	108	48	59
42	119	49	85	45
130	22	107	56	50
28	85	133	138	44
11	24	79	54	94
122	133	10	46	47
20	55	1	78	20
52	96	116	4	144
134	20	32	127	6
63	54	93	149	15
72	40	125	82	15
126	83	109	135	133
46	129	60	2	12
56	85	56	107	44
132	25	39	139	25
82	16	121	148	28
12	13	28	117	148
59	68	56	39	130
139	70	122	125	31
82	12	17	22	129
81	21	126	114	103
65	106	1	11	45
88	57	89	45	92
81	29	113	4	16
102	78	32	56	121
70	2	17	125	125
132	32	92	61	145
112	21	57	102	35
77	6	51	141	141
127	65	35	106	133
119	130	74	108	114
134	42	24	125	71
64	150	127	72	131
25	30	112	119	146
40	106	59	52	91
65	53	55	64	64
144	147	74	129	97
117	58	85	107	145
78	139	139	74	77
28	91	91	105	27
13	79	25	115	89
2	136	134	93	47
120	123	126	33	80
138	71	58	50	51
32	85	86	62	128
20	11	38	89	32
52	34	98	19	81
81	70	88	109	37
16	147	25	65	34
56	82	89	8	78
69	25	50	96	123
104	2	85	9	129
2	42	110	115	6
149	145	16	143	144
131	48	17	45	109
82	148	114	110	44
31	35	51	94	72
70	31	116	97	54
57	39	78	65	96
124	101	6	126	149
143	107	72	142	111
35	117	19	95	141
12	135	103	127	119
149	121	119	11	76
52	127	45	145	90
24	150	52	36	36
40	16	105	112	88
73	148	131	1	78
128	44	139	61	115
116	99	138	94	83
107	52	103	126	53
16	102	138	62	47
145	9	6	11	128
63	31	115	118	112
20	44	57	37	25
106	80	109	90	74
46	4	8	60	148
74	45	147	20	46
6	54	109	84	2
29	72	52	93	4
45	148	140	125	140
89	5	91	117	49
46	60	131	107	83
39	123	115	126	140
53	141	91	123	113
7	51	63	26	5
14	48	132	70	56
25	92	71	65	8
144	33	94	126	69
18	16	100	107	148
94	84	79	87	120
131	86	79	100	39
102	74	35	91	145
89	113	149	35	101
121	40	30	23	48
30	104	44	1	99
45	25	140	23	127
9	69	53	32	19
71	3	42	95	150
54	16	114	103	71
139	114	57	98	143
144	99	56	90	54
33	65	125	20	121
143	142	75	15	64
94	47	11	89	133
105	133	146	51	125
33	87	36	103	82
37	47	41	65	40
63	22	139	2	112
74	112	75	10	3
129	128	45	86	135
15	7	37	96	24
131	93	132	55	111
119	26	72	74	77
53	59	112	108	16
59	28	100	69	4
80	140	9	64	105
56	73	81	97	111
31	97	37	61	93
88	24	96	98	38
44	74	11	47	87
84	52	65	61	96
16	75	116	76	137
101	33	30	127	2
108	17	109	78	43
125	61	84	105	110
46	98	34	8	54
72	3	123	42	143
27	62	29	67	122
57	30	134	8	65
89	135	29	22	134
142	32	134	2	17
103	1	135	61	113
68	88	37	41	147
49	82	78	66	121
38	34	84	143	126
142	49	106	146	51
17	23	88	45	24
15	90	143	59	87
141	145	4	55	123
10	70	90	51	118
137	114	15	128	58
118	52	132	9	117
50	139	91	18	87
46	139	36	61	103
39	139	3	121	55
132	60	100	111	24
100	77	22	39	22
121	116	94	141	129
90	39	45	27	17
61	79	34	123	136
75	57	110	62	122
140	144	14	48	15
20	127	28	18	129
133	77	30	39	77
21	13	131	32	84
110	25	15	57	123
50	51	106	81	28
61	16	12	71	129
59	35	112	121	12
117	105	55	19	40
143	129	86	29	76
29	93	15	148	49
52	57	89	119	122
35	77	122	98	21
135	34	65	8	124
88	76	123	9	18
138	98	148	150	4
43	98	63	86	129
142	31	8	135	89
96	142	88	20	133
65	1	49	88	73
32	90	48	30	93
84	131	49	81	35
10	68	26	36	98
58	124	145	4	127
131	23	65	16	143
114	94	57	5	100
69	148	116	103	123
23	90	137	114	43
108	139	73	30	47
52	32	129	123	25
131	147	58	112	50
134	92	74	149	114
115	150	21	82	41
17	126	90	4	42
98	144	93	8	126
120	138	11	89	27
47	108	58	73	34
42	146	13	68	138
130	7	55	53	18
81	123	88	86	145
122	5	123	32	146
9	127	115	45	85
3	87	120	120	117
20	53	121	106	112
70	99	139	114	42
141	43	150	49	78
103	84	44	38	80
89	14	63	70	119
82	37	104	131	108
2	51	29	124	18
32	115	73	70	12
65	3	94	6	57
130	127	139	77	118
30	109	120	92	4
12	1	115	66	114
134	69	53	137	86
147	10	20	55	138
109	90	122	130	140
69	125	68	1	147
9	149	94	7	13
60	94	103	74	83
89	142	81	103	140
74	107	140	110	44
130	15	69	87	28
32	121	98	25	129
140	108	23	87	24
141	7	24	6	139
66	67	27	113	109
121	131	8	101	40
91	17	57	9	1
142	45	56	53	103
85	5	37	116	10
108	25	12	106	150
80	22	60	16	75
128	58	129	36	30
149	137	126	100	28
135	64	88	51	137
148	81	23	16	70
23	117	3	101	66
131	86	145	16	86
43	57	61	134	109
111	61	41	21	119
146	79	63	10	67
136	70	85	105	42
141	18	78	111	28
111	107	93	48	83
111	64	50	86	130
35	7	106	31	131
15	24	76	118	44
4	139	14	63	136
33	39	102	51	69
78	129	150	60	73
4	118	116	65	39
42	34	114	136	11
46	63	76	66	37
102	61	21	36	66
95	113	118	96	125
22	27	14	125	26
142	133	113	108	126
84	82	1	42	73
71	86	4	139	57
132	131	21	18	115
72	120	79	138	135
